ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LOAN	RID	SOURCE
513	27_tocome	to come	BuluPuroik	BP	uN	un	u n	bulu1255	1446	27.452241	92.44563	709	FALSE	1141	Lieberherr2017
514	27_tocome	to come	DikhyangBugun	Bugun S-D	tʰa.wuə	tʰa.wuə	tʰ a + w u/w ə	dikh1234	1446	27.320666	92.455119	498	FALSE	1142	LandB2017
515	27_tocome	to come	Khispi	Khs.	un	un	u n	lish1235	1446	27.378042	92.223221	409	FALSE	1143	LandB2017
516	27_tocome	to come	Duhumbi	Duh.	lɔn	lɔn	l ɔ n	chug1252	1446	27.416112	92.212034	496	TRUE	1144	LandB2017
517	27_tocome	to come	Khoina	Khn.	u	u	u	khoi1253	1446	27.334981	92.52994	409	FALSE	1145	LandB2017
518	27_tocome	to come	Jerigaon	Jer.	u	u	u	jeri1243	1446	27.340629	92.486595	709	FALSE	1146	LandB2017
519	27_tocome	to come	Khoitam	Kht.	un	un	u n	khoi1252	1446	27.327487	92.439455	409	FALSE	1147	LandB2017
520	27_tocome	to come	Rahung	Rah.	un	un	u n	rahu1234	1446	27.310778	92.395028	709	FALSE	1148	LandB2017
521	27_tocome	to come	Rupa	Rup.	ra	ra	r a	rupa1234	1446	27.203065	92.398757	3410	FALSE	1149	LandB2017
522	27_tocome	to come	Shergaon	She.	ra	ra	r a	sher1261	1446	27.105018	92.272133	3410	FALSE	1150	LandB2017
523	27_tocome	to come	BhutanTshangla	Tshangla	up	up	u p	tsha1245	1446	27.337241	91.551654	709	FALSE	1151	LandB2017
1141	29_tocount	to count	BuluPuroik	BP	giʔ	giʔ	g i ʔ	bulu1255	1420	27.452241	92.44563	1896	FALSE	1238	Lieberherr2017
1142	29_tocount	to count	DikhyangBugun	Bugun S-D	tʰa u	tʰa_u	tʰ a + u	dikh1234	1420	27.320666	92.455119	500	FALSE	1239	LandB2017
1143	29_tocount	to count	Khispi	Khs.	gaŋ	gaŋ	g a ŋ	lish1235	1420	27.378042	92.223221	1896	TRUE	1240	LandB2017
1144	29_tocount	to count	Duhumbi	Duh.	graŋ	graŋ	g r a ŋ	chug1252	1420	27.416112	92.212034	1896	TRUE	1241	LandB2017
1145	29_tocount	to count	Khoina	Khn.	ɖʐɛk	ɖʐɛk	ɖʐ ɛ k	khoi1253	1420	27.334981	92.52994	1896	FALSE	1242	LandB2017
1146	29_tocount	to count	Jerigaon	Jer.	dʑɛk	dʑɛk	dʑ ɛ k	jeri1243	1420	27.340629	92.486595	1896	FALSE	1243	LandB2017
1147	29_tocount	to count	Khoitam	Kht.	dʑɛk	dʑɛk	dʑ ɛ k	khoi1252	1420	27.327487	92.439455	1896	FALSE	1244	LandB2017
1148	29_tocount	to count	Rahung	Rah.	dʑɛk	dʑɛk	dʑ ɛ k	rahu1234	1420	27.310778	92.395028	1896	FALSE	1245	LandB2017
1149	29_tocount	to count	Rupa	Rup.	gɛk	gɛk	g ɛ k	rupa1234	1420	27.203065	92.398757	1896	FALSE	1246	LandB2017
1150	29_tocount	to count	Shergaon	She.	gɛk	gɛk	g ɛ k	sher1261	1420	27.105018	92.272133	1896	FALSE	1247	LandB2017
1151	29_tocount	to count	BhutanTshangla	Tshangla	ɖaŋ a	ɖaŋ_a	ɖ a ŋ + a	tsha1245	1420	27.337241	91.551654	1896	FALSE	1248	LandB2017
227	30_tocryweep	to cry (weep)	BuluPuroik	BP	ʧɛʔ	ʧɛʔ	tʃ ɛ ʔ	bulu1255	1839	27.452241	92.44563	3414	FALSE	1289	Lieberherr2017
228	30_tocryweep	to cry (weep)	DikhyangBugun	Bugun S-D	ʨʰõ	ʨʰõ	tɕʰ õ	dikh1234	1839	27.320666	92.455119	504	FALSE	1290	LandB2017
229	30_tocryweep	to cry (weep)	Khispi	Khs.	kʰip	kʰip	kʰ i p	lish1235	1839	27.378042	92.223221	3414	FALSE	1291	LandB2017
230	30_tocryweep	to cry (weep)	Duhumbi	Duh.	kʰip	kʰip	kʰ i p	chug1252	1839	27.416112	92.212034	3414	FALSE	1292	LandB2017
231	30_tocryweep	to cry (weep)	Khoina	Khn.	ʈʂʰe	ʈʂʰe	ʈʂʰ e	khoi1253	1839	27.334981	92.52994	3414	FALSE	1293	LandB2017
232	30_tocryweep	to cry (weep)	Jerigaon	Jer.	tɕʰeˀ	tɕʰeˀ	tɕʰ eˀ	jeri1243	1839	27.340629	92.486595	3414	FALSE	1294	LandB2017
233	30_tocryweep	to cry (weep)	Khoitam	Kht.	tɕʰeˀ	tɕʰeˀ	tɕʰ eˀ	khoi1252	1839	27.327487	92.439455	3414	FALSE	1295	LandB2017
234	30_tocryweep	to cry (weep)	Rahung	Rah.	tɕʰeˀ	tɕʰeˀ	tɕʰ eˀ	rahu1234	1839	27.310778	92.395028	3414	FALSE	1296	LandB2017
235	30_tocryweep	to cry (weep)	Rupa	Rup.	kʰeˀ	kʰeˀ	kʰ eˀ	rupa1234	1839	27.203065	92.398757	3414	FALSE	1297	LandB2017
236	30_tocryweep	to cry (weep)	Shergaon	She.	kʰeˀ	kʰeˀ	kʰ eˀ	sher1261	1839	27.105018	92.272133	3414	FALSE	1298	LandB2017
237	30_tocryweep	to cry (weep)	BhutanTshangla	Tshangla	gɛp	gɛp	g ɛ p	tsha1245	1839	27.337241	91.551654	3414	FALSE	1299	LandB2017
480	34_todie	to die	BuluPuroik	BP	ii	ii	iː	bulu1255	1494	27.452241	92.44563	163	FALSE	1388	Lieberherr2017
481	34_todie	to die	DikhyangBugun	Bugun S-D	i	i	i	dikh1234	1494	27.320666	92.455119	163	FALSE	1389	LandB2017
482	34_todie	to die	Khispi	Khs.	i	i	i	lish1235	1494	27.378042	92.223221	163	FALSE	1390	LandB2017
483	34_todie	to die	Duhumbi	Duh.	i	i	i	chug1252	1494	27.416112	92.212034	163	FALSE	1391	LandB2017
484	34_todie	to die	Khoina	Khn.	i	i	i	khoi1253	1494	27.334981	92.52994	163	FALSE	1392	LandB2017
485	34_todie	to die	Jerigaon	Jer.	i	i	i	jeri1243	1494	27.340629	92.486595	163	FALSE	1393	LandB2017
486	34_todie	to die	Khoitam	Kht.	i	i	i	khoi1252	1494	27.327487	92.439455	163	FALSE	1394	LandB2017
487	34_todie	to die	Rahung	Rah.	i	i	i	rahu1234	1494	27.310778	92.395028	163	FALSE	1395	LandB2017
488	34_todie	to die	Rupa	Rup.	i	i	i	rupa1234	1494	27.203065	92.398757	163	FALSE	1396	LandB2017
489	34_todie	to die	Shergaon	She.	i	i	i	sher1261	1494	27.105018	92.272133	163	FALSE	1397	LandB2017
490	34_todie	to die	BhutanTshangla	Tshangla	ɕi	ɕi	ɕ i	tsha1245	1494	27.337241	91.551654	163	FALSE	1398	LandB2017
1132	35_todig	to dig	BuluPuroik	BP	ʧuʔ	ʧuʔ	tʃ u ʔ	bulu1255	1418	27.452241	92.44563	510	FALSE	1439	Lieberherr2017
1133	35_todig	to dig	DikhyangBugun	Bugun S-D	tɕʰok	tɕʰok	tɕʰ o k	dikh1234	1418	27.320666	92.455119	510	FALSE	1440	LandB2017
1134	35_todig	to dig	Khispi	Khs.	jɔk	jɔk	j ɔ k	lish1235	1418	27.378042	92.223221	512	FALSE	1441	LandB2017
1135	35_todig	to dig	Duhumbi	Duh.	jɔk	jɔk	j ɔ k	chug1252	1418	27.416112	92.212034	512	FALSE	1442	LandB2017
1136	35_todig	to dig	Khoitam	Kht.	jɔk	jɔk	j ɔ k	khoi1252	1418	27.327487	92.439455	512	FALSE	1443	LandB2017
1137	35_todig	to dig	Rahung	Rah.	jɔk	jɔk	j ɔ k	rahu1234	1418	27.310778	92.395028	512	FALSE	1444	LandB2017
1138	35_todig	to dig	Rupa	Rup.	wɔk	wɔk	w ɔ k	rupa1234	1418	27.203065	92.398757	512	FALSE	1445	LandB2017
1139	35_todig	to dig	Shergaon	She.	tɕʰɔk	tɕʰɔk	tɕʰ ɔ k	sher1261	1418	27.105018	92.272133	510	FALSE	1446	LandB2017
1140	35_todig	to dig	BhutanTshangla	Tshangla	ʥɛk	ʥɛk	dʑ ɛ k	tsha1245	1418	27.337241	91.551654	509	FALSE	1447	LandB2017
1214	39_todrink	to drink	BuluPuroik	BP	in	in	i n	bulu1255	1401	27.452241	92.44563	3322	FALSE	1631	Lieberherr2017
1215	39_todrink	to drink	DikhyangBugun	Bugun S-D	naŋ	naŋ	n a ŋ	dikh1234	1401	27.320666	92.455119	516	FALSE	1632	LandB2017
1216	39_todrink	to drink	Khispi	Khs.	ɲiŋ	ɲiŋ	ɲ i ŋ	lish1235	1401	27.378042	92.223221	3322	FALSE	1633	LandB2017
1217	39_todrink	to drink	Duhumbi	Duh.	ɲuŋ	ɲuŋ	ɲ u ŋ	chug1252	1401	27.416112	92.212034	3322	FALSE	1634	LandB2017
1218	39_todrink	to drink	Khoina	Khn.	lyŋ	lyŋ	l y ŋ	khoi1253	1401	27.334981	92.52994	3322	FALSE	1635	LandB2017
1219	39_todrink	to drink	Jerigaon	Jer.	liŋ	liŋ	l i ŋ	jeri1243	1401	27.340629	92.486595	3322	FALSE	1636	LandB2017
1220	39_todrink	to drink	Khoitam	Kht.	liŋ	liŋ	l i ŋ	khoi1252	1401	27.327487	92.439455	3322	FALSE	1637	LandB2017
1221	39_todrink	to drink	Rahung	Rah.	liŋ	liŋ	l i ŋ	rahu1234	1401	27.310778	92.395028	3322	FALSE	1638	LandB2017
1222	39_todrink	to drink	Rupa	Rup.	liŋ	liŋ	l i ŋ	rupa1234	1401	27.203065	92.398757	3322	FALSE	1639	LandB2017
1223	39_todrink	to drink	Shergaon	She.	iŋ	iŋ	i ŋ	sher1261	1401	27.105018	92.272133	3322	FALSE	1640	LandB2017
1224	39_todrink	to drink	BhutanTshangla	Tshangla	ʥam	ʥam	dʑ a m	tsha1245	1401	27.337241	91.551654	3865	FALSE	1641	LandB2017
1280	46_toeat	to eat	BuluPuroik	BP	ʧii	ʧii	tʃ iː	bulu1255	1336	27.452241	92.44563	3419	FALSE	1917	Lieberherr2017
1281	46_toeat	to eat	DikhyangBugun	Bugun S-D	tsʲə	tsʲə	ts j ə	dikh1234	1336	27.320666	92.455119	3419	FALSE	1918	LandB2017
1282	46_toeat	to eat	Khispi	Khs.	tɕʰa	tɕʰa	tɕʰ a	lish1235	1336	27.378042	92.223221	3419	FALSE	1919	LandB2017
1283	46_toeat	to eat	Duhumbi	Duh.	tɕʰaˀ	tɕʰaˀ	tɕʰ aˀ	chug1252	1336	27.416112	92.212034	3419	FALSE	1920	LandB2017
1284	46_toeat	to eat	Khoina	Khn.	tsʰuˀ	tsʰuˀ	tsʰ uˀ	khoi1253	1336	27.334981	92.52994	3419	FALSE	1921	LandB2017
1285	46_toeat	to eat	Jerigaon	Jer.	tsʰuˀ	tsʰuˀ	tsʰ uˀ	jeri1243	1336	27.340629	92.486595	3419	FALSE	1922	LandB2017
1286	46_toeat	to eat	Khoitam	Kht.	tɕʰuˀ	tɕʰuˀ	tɕʰ uˀ	khoi1252	1336	27.327487	92.439455	3419	FALSE	1923	LandB2017
1287	46_toeat	to eat	Rahung	Rah.	tɕʰuˀ	tɕʰuˀ	tɕʰ uˀ	rahu1234	1336	27.310778	92.395028	3419	FALSE	1924	LandB2017
1288	46_toeat	to eat	Rupa	Rup.	tsʰuˀ	tsʰuˀ	tsʰ uˀ	rupa1234	1336	27.203065	92.398757	3419	FALSE	1925	LandB2017
1289	46_toeat	to eat	Shergaon	She.	tɕʰuˀ	tɕʰuˀ	tɕʰ uˀ	sher1261	1336	27.105018	92.272133	3419	FALSE	1926	LandB2017
1290	46_toeat	to eat	BhutanTshangla	Tshangla	za	za	z a	tsha1245	1336	27.337241	91.551654	3419	FALSE	1927	LandB2017
1498	53_tofight	to fight	BuluPuroik	BP	nɛʔ.ri	nɛʔ.ri	n ɛ ʔ + r i	bulu1255	1423	27.452241	92.44563	520	FALSE	2205	Lieberherr2017
1499	53_tofight	to fight	Khispi	Khs.	ɛj ɕɔŋ	ɛj_ɕɔŋ	ɛ j + ɕ ɔ ŋ	lish1235	1423	27.378042	92.223221	521	FALSE	2206	LandB2017
1500	53_tofight	to fight	Duhumbi	Duh.	ɛj ɕɔŋ	ɛj_ɕɔŋ	ɛ j + ɕ ɔ ŋ	chug1252	1423	27.416112	92.212034	521	FALSE	2207	LandB2017
1501	53_tofight	to fight	Khoina	Khn.	ja i	ja_i	j a + i	khoi1253	1423	27.334981	92.52994	521	FALSE	2208	LandB2017
1502	53_tofight	to fight	Jerigaon	Jer.	jɛ i	jɛ_i	j ɛ + i	jeri1243	1423	27.340629	92.486595	521	FALSE	2209	LandB2017
1503	53_tofight	to fight	Khoitam	Kht.	jɛ i	jɛ_i	j ɛ + i	khoi1252	1423	27.327487	92.439455	521	FALSE	2210	LandB2017
1504	53_tofight	to fight	Rahung	Rah.	jɛ i	jɛ_i	j ɛ + i	rahu1234	1423	27.310778	92.395028	521	FALSE	2211	LandB2017
1505	53_tofight	to fight	Rupa	Rup.	ja di	ja_di	j a + d i	rupa1234	1423	27.203065	92.398757	521	FALSE	2212	LandB2017
1506	53_tofight	to fight	Shergaon	She.	ja di	ja_di	j a + d i	sher1261	1423	27.105018	92.272133	521	FALSE	2213	LandB2017
1507	53_tofight	to fight	BhutanTshangla	Tshangla	kʰo+lɔŋ pʰi	kʰo+lɔŋ_pʰi	kʰ o + l ɔ ŋ + pʰ i	tsha1245	1423	27.337241	91.551654	518	FALSE	2214	LandB2017
2453	59_tofloat	to float	BuluPuroik	BP	hau	hau	h au	bulu1255	1574	27.452241	92.44563		FALSE	0	Lieberherr2017
2454	59_tofloat	to float	DikhyangBugun	Bugun S-D	kʰo+ɕa	kʰo+ɕa	kʰ o + ɕ a	dikh1234	1574	27.320666	92.455119		FALSE	0	LandB2017
2455	59_tofloat	to float	Khispi	Khs.	kʰaw+o+ tʰo+noŋ	kʰaw+o+_tʰo+noŋ	kʰ au + o + tʰ o + n o ŋ	lish1235	1574	27.378042	92.223221		FALSE	0	LandB2017
2456	59_tofloat	to float	Duhumbi	Duh.	bon	bon	b o n	chug1252	1574	27.416112	92.212034		FALSE	0	LandB2017
2457	59_tofloat	to float	Khoina	Khn.	tɕʰə+lɛk+ tɕʰɛ+rɛ+ tɕʰøn	tɕʰə+lɛk+_tɕʰɛ+rɛ+_tɕʰøn	tɕʰ ə + l ɛ k + tɕʰ ɛ + r ɛ + tɕʰ ø n	khoi1253	1574	27.334981	92.52994		FALSE	0	LandB2017
2458	59_tofloat	to float	Jerigaon	Jer.	kʰɔ+ra+tʰɔ̃ŋ	kʰɔ+ra+tʰɔ̃ŋ	kʰ ɔ + r a + tʰ ɔ̃ ŋ	jeri1243	1574	27.340629	92.486595		FALSE	0	LandB2017
2459	59_tofloat	to float	Khoitam	Kht.	kʰɔ+rɛ+tʰi	kʰɔ+rɛ+tʰi	kʰ ɔ + r ɛ + tʰ i	khoi1252	1574	27.327487	92.439455		FALSE	0	LandB2017
2460	59_tofloat	to float	Rahung	Rah.	kʰo_rɛ+tʰy	kʰo_rɛ+tʰy	kʰ o + r ɛ + tʰ y	rahu1234	1574	27.310778	92.395028		FALSE	0	LandB2017
2461	59_tofloat	to float	Rupa	Rup.	kʰɔ+haw	kʰɔ+haw	kʰ ɔ + h au	rupa1234	1574	27.203065	92.398757		FALSE	0	LandB2017
2462	59_tofloat	to float	Shergaon	She.	kʰɔ+haw	kʰɔ+haw	kʰ ɔ + h au	sher1261	1574	27.105018	92.272133		FALSE	0	LandB2017
2463	59_tofloat	to float	BhutanTshangla	Tshangla	bɔn	bɔn	b ɔ n	tsha1245	1574	27.337241	91.551654		FALSE	0	LandB2017
2121	60_toflow	to flow	BuluPuroik	BP	nuɛ	nuɛ	n u/w ɛ	bulu1255	2003	27.452241	92.44563	524	FALSE	2396	Lieberherr2017
2122	60_toflow	to flow	DikhyangBugun	Bugun S-D	kʰo roɛ	kʰo_roɛ	kʰ o + r oɛ	dikh1234	2003	27.320666	92.455119	525	FALSE	2397	LandB2017
2123	60_toflow	to flow	Khispi	Khs.	wa	wa	w a	lish1235	2003	27.378042	92.223221	526	FALSE	2398	LandB2017
2124	60_toflow	to flow	Duhumbi	Duh.	wa	wa	w a	chug1252	2003	27.416112	92.212034	526	FALSE	2399	LandB2017
2125	60_toflow	to flow	Khoina	Khn.	xyŋ	xyŋ	x y ŋ	khoi1253	2003	27.334981	92.52994	527	FALSE	2400	LandB2017
2126	60_toflow	to flow	Jerigaon	Jer.	hyŋ	hyŋ	h y ŋ	jeri1243	2003	27.340629	92.486595	527	FALSE	2401	LandB2017
2127	60_toflow	to flow	Khoitam	Kht.	hyŋ	hyŋ	h y ŋ	khoi1252	2003	27.327487	92.439455	527	FALSE	2402	LandB2017
2128	60_toflow	to flow	Rahung	Rah.	hyŋ	hyŋ	h y ŋ	rahu1234	2003	27.310778	92.395028	527	FALSE	2403	LandB2017
2129	60_toflow	to flow	Rupa	Rup.	haw	haw	h au	rupa1234	2003	27.203065	92.398757	3813	FALSE	2404	LandB2017
2130	60_toflow	to flow	Shergaon	She.	haw	haw	h au	sher1261	2003	27.105018	92.272133	3813	FALSE	2405	LandB2017
2131	60_toflow	to flow	BhutanTshangla	Tshangla	ri di	ri_di	r i + d i	tsha1245	2003	27.337241	91.551654	2477	FALSE	2406	LandB2017
722	62_toflymovethroughair	to fly (move through air)	BuluPuroik	BP	kʰii	kʰii	kʰ iː	bulu1255	1441	27.452241	92.44563	528	FALSE	2483	Lieberherr2017
723	62_toflymovethroughair	to fly (move through air)	DikhyangBugun	Bugun S-D	kʰe	kʰe	kʰ e	dikh1234	1441	27.320666	92.455119	528	FALSE	2484	LandB2017
724	62_toflymovethroughair	to fly (move through air)	Khispi	Khs.	ɕɛl	ɕɛl	ɕ ɛ l	lish1235	1441	27.378042	92.223221	10208	FALSE	2485	LandB2017
725	62_toflymovethroughair	to fly (move through air)	Duhumbi	Duh.	ɕɛr	ɕɛr	ɕ ɛ r	chug1252	1441	27.416112	92.212034	10208	FALSE	2486	LandB2017
726	62_toflymovethroughair	to fly (move through air)	Khoina	Khn.	tsʰɛn	tsʰɛn	tsʰ ɛ n	khoi1253	1441	27.334981	92.52994	10208	FALSE	2487	LandB2017
727	62_toflymovethroughair	to fly (move through air)	Jerigaon	Jer.	tɕʰɛn	tɕʰɛn	tɕʰ ɛ n	jeri1243	1441	27.340629	92.486595	10208	FALSE	2488	LandB2017
728	62_toflymovethroughair	to fly (move through air)	Khoitam	Kht.	tɕʰan	tɕʰan	tɕʰ a n	khoi1252	1441	27.327487	92.439455	10208	FALSE	2489	LandB2017
729	62_toflymovethroughair	to fly (move through air)	Rahung	Rah.	tɕʰɛn	tɕʰɛn	tɕʰ ɛ n	rahu1234	1441	27.310778	92.395028	10208	FALSE	2490	LandB2017
730	62_toflymovethroughair	to fly (move through air)	Rupa	Rup.	tsʰan	tsʰan	tsʰ a n	rupa1234	1441	27.203065	92.398757	10208	FALSE	2491	LandB2017
731	62_toflymovethroughair	to fly (move through air)	Shergaon	She.	tɕʰan	tɕʰan	tɕʰ a n	sher1261	1441	27.105018	92.272133	10208	FALSE	2492	LandB2017
732	62_toflymovethroughair	to fly (move through air)	BhutanTshangla	Tshangla	pʰɛn	pʰɛn	pʰ ɛ n	tsha1245	1441	27.337241	91.551654	10215	FALSE	2493	LandB2017
304	66_toforget	to forget	BuluPuroik	BP	pʰɔʔ	pʰɔʔ	pʰ ɔ ʔ	bulu1255	1523	27.452241	92.44563	530	FALSE	2631	Lieberherr2017
305	66_toforget	to forget	DikhyangBugun	Bugun S-D	bĩ.jə	bĩ.jə	b ĩ + j ə	dikh1234	1523	27.320666	92.455119	531	FALSE	2632	LandB2017
306	66_toforget	to forget	Khispi	Khs.	gan.dʑi pʰak	gan.dʑi_pʰak	g a n + dʑ i + pʰ a k	lish1235	1523	27.378042	92.223221	530	FALSE	2633	LandB2017
307	66_toforget	to forget	Duhumbi	Duh.	gran.dʑa ŋat	gran.dʑa_ŋat	g r a n + dʑ a + ŋ a t	chug1252	1523	27.416112	92.212034	2639	TRUE	2634	LandB2017
308	66_toforget	to forget	Khoina	Khn.	pʰlak	pʰlak	pʰ l a k	khoi1253	1523	27.334981	92.52994	530	FALSE	2635	LandB2017
309	66_toforget	to forget	Jerigaon	Jer.	pʰlak	pʰlak	pʰ l a k	jeri1243	1523	27.340629	92.486595	530	FALSE	2636	LandB2017
310	66_toforget	to forget	Khoitam	Kht.	pʰlak	pʰlak	pʰ l a k	khoi1252	1523	27.327487	92.439455	530	FALSE	2637	LandB2017
311	66_toforget	to forget	Rahung	Rah.	pʰrak	pʰrak	pʰ r a k	rahu1234	1523	27.310778	92.395028	530	FALSE	2638	LandB2017
312	66_toforget	to forget	Rupa	Rup.	pʰlak	pʰlak	pʰ l a k	rupa1234	1523	27.203065	92.398757	530	FALSE	2639	LandB2017
313	66_toforget	to forget	Shergaon	She.	pʰlak	pʰlak	pʰ l a k	sher1261	1523	27.105018	92.272133	530	FALSE	2640	LandB2017
314	66_toforget	to forget	BhutanTshangla	Tshangla	ŋat	ŋat	ŋ a t	tsha1245	1523	27.337241	91.551654	2639	FALSE	2641	LandB2017
744	74_togive	to give	BuluPuroik	BP	tã	tã	t ã	bulu1255	1447	27.452241	92.44563	432	FALSE	2993	Lieberherr2017
745	74_togive	to give	DikhyangBugun	Bugun S-D	pʰi	pʰi	pʰ i	dikh1234	1447	27.320666	92.455119	1913	FALSE	2994	LandB2017
746	74_togive	to give	Khispi	Khs.	ɕi	ɕi	ɕ i	lish1235	1447	27.378042	92.223221	1913	FALSE	2995	LandB2017
747	74_togive	to give	Duhumbi	Duh.	ɕi	ɕi	ɕ i	chug1252	1447	27.416112	92.212034	1913	FALSE	2996	LandB2017
748	74_togive	to give	Khoina	Khn.	tsʰiˀ	tsʰiˀ	tsʰ iˀ	khoi1253	1447	27.334981	92.52994	1913	FALSE	2997	LandB2017
749	74_togive	to give	Jerigaon	Jer.	tɕʰiˀ	tɕʰiˀ	tɕʰ iˀ	jeri1243	1447	27.340629	92.486595	1913	FALSE	2998	LandB2017
750	74_togive	to give	Khoitam	Kht.	tɕʰiˀ	tɕʰiˀ	tɕʰ iˀ	khoi1252	1447	27.327487	92.439455	1913	FALSE	2999	LandB2017
751	74_togive	to give	Rahung	Rah.	tɕʰiˀ	tɕʰiˀ	tɕʰ iˀ	rahu1234	1447	27.310778	92.395028	1913	FALSE	3000	LandB2017
752	74_togive	to give	Rupa	Rup.	tsʰiˀ	tsʰiˀ	tsʰ iˀ	rupa1234	1447	27.203065	92.398757	1913	FALSE	3001	LandB2017
753	74_togive	to give	Shergaon	She.	tɕʰiˀ	tɕʰiˀ	tɕʰ iˀ	sher1261	1447	27.105018	92.272133	1913	FALSE	3002	LandB2017
754	74_togive	to give	BhutanTshangla	Tshangla	bi	bi	b i	tsha1245	1447	27.337241	91.551654	1913	FALSE	3003	LandB2017
766	85_tohear	to hear	BuluPuroik	BP	nɨŋ	nɨŋ	n ɨ ŋ	bulu1255	1408	27.452241	92.44563	3004	FALSE	3499	Lieberherr2017
767	85_tohear	to hear	DikhyangBugun	Bugun S-D	nu ə.rək	nu_ə.rək	n u + ə + r ə k	dikh1234	1408	27.320666	92.455119	3004	FALSE	3500	LandB2017
768	85_tohear	to hear	Khispi	Khs.	ha	ha	h a	lish1235	1408	27.378042	92.223221	3004	FALSE	3501	LandB2017
769	85_tohear	to hear	Duhumbi	Duh.	ha	ha	h a	chug1252	1408	27.416112	92.212034	3004	FALSE	3502	LandB2017
770	85_tohear	to hear	Khoina	Khn.	nuˀ	nuˀ	n uˀ	khoi1253	1408	27.334981	92.52994	3004	FALSE	3503	LandB2017
771	85_tohear	to hear	Jerigaon	Jer.	nuˀ	nuˀ	n uˀ	jeri1243	1408	27.340629	92.486595	3004	FALSE	3504	LandB2017
772	85_tohear	to hear	Khoitam	Kht.	nuŋ	nuŋ	n u ŋ	khoi1252	1408	27.327487	92.439455	3004	FALSE	3505	LandB2017
773	85_tohear	to hear	Rahung	Rah.	nuŋ	nuŋ	n u ŋ	rahu1234	1408	27.310778	92.395028	3004	FALSE	3506	LandB2017
774	85_tohear	to hear	Rupa	Rup.	nuˀ	nuˀ	n uˀ	rupa1234	1408	27.203065	92.398757	3004	FALSE	3507	LandB2017
775	85_tohear	to hear	Shergaon	She.	nuˀ	nuˀ	n uˀ	sher1261	1408	27.105018	92.272133	3004	FALSE	3508	LandB2017
776	85_tohear	to hear	BhutanTshangla	Tshangla	na tʰa	na_tʰa	n a + tʰ a	tsha1245	1408	27.337241	91.551654	1208	FALSE	3509	LandB2017
524	89_tohideconceal	to hide (conceal)	BuluPuroik	BP	uʔ	uʔ	u ʔ	bulu1255	602	27.452241	92.44563	533	FALSE	3688	Lieberherr2017
525	89_tohideconceal	to hide (conceal)	DikhyangBugun	Bugun S-D	uk	uk	u k	dikh1234	602	27.320666	92.455119	533	FALSE	3689	LandB2017
526	89_tohideconceal	to hide (conceal)	Khispi	Khs.	uk	uk	u k	lish1235	602	27.378042	92.223221	533	FALSE	3690	LandB2017
527	89_tohideconceal	to hide (conceal)	Duhumbi	Duh.	uk	uk	u k	chug1252	602	27.416112	92.212034	533	FALSE	3691	LandB2017
528	89_tohideconceal	to hide (conceal)	Khoina	Khn.	uk	uk	u k	khoi1253	602	27.334981	92.52994	533	FALSE	3692	LandB2017
529	89_tohideconceal	to hide (conceal)	Jerigaon	Jer.	uk	uk	u k	jeri1243	602	27.340629	92.486595	533	FALSE	3693	LandB2017
530	89_tohideconceal	to hide (conceal)	Khoitam	Kht.	uk	uk	u k	khoi1252	602	27.327487	92.439455	533	FALSE	3694	LandB2017
531	89_tohideconceal	to hide (conceal)	Rahung	Rah.	uk	uk	u k	rahu1234	602	27.310778	92.395028	533	FALSE	3695	LandB2017
532	89_tohideconceal	to hide (conceal)	Rupa	Rup.	uk	uk	u k	rupa1234	602	27.203065	92.398757	533	FALSE	3696	LandB2017
533	89_tohideconceal	to hide (conceal)	Shergaon	She.	uk	uk	u k	sher1261	602	27.105018	92.272133	533	FALSE	3697	LandB2017
534	89_tohideconceal	to hide (conceal)	BhutanTshangla	Tshangla	gum	gum	g u m	tsha1245	602	27.337241	91.551654	792	FALSE	3698	LandB2017
623	91_tohold	to hold	BuluPuroik	BP	gaN	gaŋ	g a ŋ	bulu1255	1448	27.452241	92.44563	1212	FALSE	3740	Lieberherr2017
624	91_tohold	to hold	DikhyangBugun	Bugun S-D	zum	zum	z u m	dikh1234	1448	27.320666	92.455119	1215	FALSE	3741	LandB2017
625	91_tohold	to hold	Khispi	Khs.	zum	zum	z u m	lish1235	1448	27.378042	92.223221	1215	FALSE	3742	LandB2017
626	91_tohold	to hold	Duhumbi	Duh.	zum	zum	z u m	chug1252	1448	27.416112	92.212034	1215	FALSE	3743	LandB2017
627	91_tohold	to hold	Khoina	Khn.	zøn	zøn	z ø n	khoi1253	1448	27.334981	92.52994	1215	FALSE	3744	LandB2017
628	91_tohold	to hold	Jerigaon	Jer.	zøn	zøn	z ø n	jeri1243	1448	27.340629	92.486595	1215	FALSE	3745	LandB2017
629	91_tohold	to hold	Khoitam	Kht.	zɔm	zɔm	z ɔ m	khoi1252	1448	27.327487	92.439455	1215	FALSE	3746	LandB2017
630	91_tohold	to hold	Rahung	Rah.	zøm	zøm	z ø m	rahu1234	1448	27.310778	92.395028	1215	FALSE	3747	LandB2017
631	91_tohold	to hold	Rupa	Rup.	zɔm	zɔm	z ɔ m	rupa1234	1448	27.203065	92.398757	1215	FALSE	3748	LandB2017
