sagart_id	concept	concepticon_id	concepticon_gloss	partcentage	doculects
Sagart-2019-250-244	to sow (broadcast, scatter seeds)	748	SOW SEEDS	0.58	Batang DarangTaraon Daofu Dulong MotuoMenba MaerkangrGyalrong Yidu Jingpho Zhaba Bokar Lhasa Xiahe Lisu Alike OldChinese Japhug Khaling Limbu WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Lushai Hayu
Sagart-2019-250-198	to spit	1440	SPIT	0.98	Japhug Bokar Jingpho MaerkangrGyalrong Lhasa Daofu Batang MotuoMenba Dulong DarangTaraon Yidu Xiahe Lisu Zhaba Alike Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Atsi Achang Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-199	to stand	1442	STAND	1.0	OldTibetan Khaling Japhug Tangut MotuoMenba MaerkangrGyalrong Lhasa Jingpho Dulong Batang DarangTaraon Zhaba Daofu Xiahe Lisu Bokar Alike Yidu Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-201	to steal	713	STEAL	0.96	OldTibetan Japhug Lhasa Lisu Jingpho MotuoMenba MaerkangrGyalrong Batang DarangTaraon Zhaba Daofu Xiahe Bokar Dulong Alike Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Tangut Mikir Rabha
Sagart-2019-250-213	to think (reflect)	1415	THINK (REFLECT)	0.98	OldTibetan Japhug Lhasa MaerkangrGyalrong Jingpho Daofu Dulong Batang DarangTaraon Zhaba Bokar Lisu MotuoMenba Alike Xiahe Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Rangoon Xiandao Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-217	to throw	1456	THROW	0.98	OldTibetan Japhug Lhasa Jingpho MaerkangrGyalrong Daofu MotuoMenba Dulong Batang Zhaba Xiahe Lisu Bokar Yidu DarangTaraon Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-227	to vomit	1278	VOMIT	0.98	OldTibetan Japhug Zhaba MotuoMenba MaerkangrGyalrong Lhasa Dulong Batang Daofu DarangTaraon Yidu Xiahe Lisu Bokar Alike Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Jingpho Hakha Bunan Byangsi Kulung Bantawa Bola Achang Atsi Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-228	to walk	1443	WALK	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho Lhasa MaerkangrGyalrong Daofu Dulong MotuoMenba Batang Xiahe DarangTaraon Zhaba Lisu Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-240	to wipe	1454	WIPE	0.96	Lhasa Jingpho MaerkangrGyalrong Batang Daofu Zhaba Xiahe Dulong MotuoMenba Lisu Bokar Alike Yidu DarangTaraon Japhug OldChinese OldBurmese Khaling Limbu WobziKhroskyabs Chepang OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Hayu Tangut Mikir Rabha
Sagart-2019-250-220	today	1283	TODAY	0.98	Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Batang Zhaba DarangTaraon Xiahe Lisu Bokar Dulong Alike Yidu Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Atsi Lashi Achang Bola Maru Rangoon Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Hayu Tangut Mikir Rabha
Sagart-2019-250-221	tomorrow	1329	TOMORROW	1.0	Jingpho MotuoMenba MaerkangrGyalrong Lhasa Alike Batang Lisu Zhaba Daofu Yidu Xiahe Bokar Dulong DarangTaraon Japhug Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Maru Bola Atsi Lashi Xiandao Achang Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-225	twenty	1710	TWENTY	0.64	OldTibetan Japhug Jingpho MotuoMenba MaerkangrGyalrong Daofu Dulong Batang DarangTaraon Xiahe Zhaba Lisu Lhasa Bokar Alike Yidu OldBurmese WobziKhroskyabs Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Atsi Bola Lashi Maru Xiandao Rangoon Achang
Sagart-2019-250-226	two	1498	TWO	0.98	OldTibetan Khaling Limbu Japhug Tangut Jingpho Xiahe MaerkangrGyalrong Lhasa Daofu Zhaba DarangTaraon Batang Lisu Bokar Dulong MotuoMenba Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-230	we [first person plural inclusive]	1131	WE (INCLUSIVE)	0.7	OldTibetan Khaling Limbu Japhug Daofu MotuoMenba MaerkangrGyalrong Dulong DarangTaraon Xiahe Jingpho Lisu Bokar Lhasa Zhaba Alike Yidu Batang WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon
Sagart-2019-250-231	wet	1726	WET	1.0	OldTibetan Japhug Batang Jingpho MotuoMenba Lhasa Daofu Zhaba Dulong DarangTaraon Xiahe MaerkangrGyalrong Lisu Bokar Alike Yidu Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-232	what	1236	WHAT	0.7	OldTibetan Khaling Limbu Japhug Daofu Jingpho MotuoMenba MaerkangrGyalrong Lhasa Batang Zhaba Dulong Xiahe Bokar DarangTaraon Lisu Alike Yidu OldChinese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao
Sagart-2019-250-234	where	1237	WHERE	0.72	OldTibetan Japhug Jingpho MaerkangrGyalrong Daofu Batang MotuoMenba Dulong DarangTaraon Xiahe Zhaba Bokar Lisu Lhasa Alike Yidu Khaling Limbu OldChinese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Atsi Bola Lashi Maru Xiandao Rangoon Achang
Sagart-2019-250-235	white	1335	WHITE	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho Lhasa Dulong Daofu Batang MotuoMenba Zhaba DarangTaraon MaerkangrGyalrong Xiahe Bokar Lisu Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-236	who	1235	WHO	1.0	OldTibetan Khaling Limbu Japhug Tangut MotuoMenba Dulong MaerkangrGyalrong Daofu DarangTaraon Bokar Xiahe Zhaba Lhasa Lisu Alike Jingpho Yidu Batang OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Bola Lashi Maru Xiandao Rangoon Atsi Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-246	yellow	1424	YELLOW	0.96	OldTibetan Khaling Limbu Japhug Tangut MotuoMenba MaerkangrGyalrong Daofu Zhaba DarangTaraon Dulong Xiahe Batang Bokar Jingpho Lisu Alike Lhasa Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Achang Bola Lashi Maru Xiandao Rangoon Atsi Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Hayu Mikir Rabha
Sagart-2019-250-247	yesterday	1174	YESTERDAY	1.0	Jingpho MotuoMenba MaerkangrGyalrong Daofu Dulong DarangTaraon Lisu Xiahe Batang Zhaba Bokar Lhasa Yidu Alike Japhug Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Atsi Bola Lashi Xiandao Achang Maru Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-248	you [second person plural]	1213	YOU	0.68	OldTibetan Japhug Bokar Daofu DarangTaraon Dulong Jingpho Lisu MotuoMenba MaerkangrGyalrong Alike Batang Lhasa Xiahe Yidu Zhaba Khaling Limbu WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Kulung Bantawa Achang Atsi Bola Maru Xiandao Rangoon Lashi
Sagart-2019-250-249	young	1207	YOUNG	0.8	MaerkangrGyalrong Dulong Batang Daofu Zhaba MotuoMenba DarangTaraon Xiahe Bokar Alike Lisu Yidu Lhasa Jingpho Japhug OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Rongpo Kulung Maru Rangoon Atsi Xiandao Achang Bola Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Tangut
